episode_id,query0,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14,query15,query16,query17,query18,query19,query20,query21,query22,query23,query24,query25,query26,query27,query28,query29,query30,query31,query32,query33,query34,query35,query36,query37,query38,query39,query40,query41,query42,query43,query44,query45,query46,query47,query48,query49,query50,query51,query52,query53,query54,query55,query56,query57,query58,query59,query60,query61,query62,query63,query64,query65,query66,query67,query68,query69,query70,query71,query72,query73,query74
269,1,3,2,1,3,4,1,2,3,4,4,3,0,1,3,3,0,4,1,1,4,0,0,4,3,0,3,4,0,3,0,0,0,1,4,1,4,0,4,0,2,4,3,3,2,4,4,3,1,2,3,4,4,0,3,2,1,0,0,2,2,2,2,0,4,1,3,2,1,3,4,3,0,3,1
270,4,4,2,3,0,3,2,0,4,2,2,4,4,2,2,4,2,2,4,4,1,4,3,0,3,2,4,2,4,4,0,1,2,2,2,2,1,3,2,0,0,0,2,4,0,4,4,1,4,2,0,2,2,0,4,3,2,2,3,4,2,3,3,3,3,2,1,2,2,0,1,3,2,2,0
271,0,2,0,0,0,3,1,1,2,0,0,2,0,0,2,2,1,1,3,0,3,0,1,0,1,0,1,1,3,3,1,3,3,1,2,1,3,0,3,1,4,1,3,3,1,3,0,0,2,1,0,1,2,2,2,1,0,2,4,0,1,2,1,0,3,3,4,1,1,4,0,0,1,0,2
272,3,3,1,3,3,2,1,2,3,3,3,0,0,0,0,0,2,0,4,1,3,0,0,3,4,0,2,3,2,1,3,0,2,2,0,2,0,3,2,3,1,0,2,0,0,1,0,3,0,0,1,2,2,3,2,2,2,0,2,0,4,0,2,4,2,3,1,2,4,3,0,0,3,3,1
273,2,1,0,3,3,4,0,3,1,3,2,0,3,0,4,1,0,4,3,4,0,1,3,3,3,4,1,3,4,1,1,0,3,0,1,2,0,0,1,2,4,0,1,3,4,2,1,1,3,0,4,4,0,2,0,1,1,4,4,1,3,0,4,2,3,1,3,1,1,4,2,2,4,1,0
274,3,1,2,0,4,4,0,1,1,3,2,4,0,3,3,1,0,3,2,1,1,4,0,4,3,1,0,4,4,2,3,1,3,1,3,3,1,4,4,0,2,4,0,3,1,2,3,3,4,2,0,1,4,3,4,3,4,1,0,0,1,1,3,3,4,4,4,3,1,0,2,1,4,0,4
275,4,0,4,3,0,1,3,1,1,0,2,0,2,3,2,3,3,1,4,1,0,4,3,0,4,2,3,1,1,3,1,1,3,4,1,0,0,3,0,4,2,3,2,4,2,1,2,3,0,3,1,0,2,3,1,4,1,1,3,3,3,3,4,4,1,4,1,0,3,3,3,0,3,3,2
276,2,4,4,3,0,1,4,4,0,4,0,4,2,0,0,0,2,0,3,0,4,4,4,1,1,4,1,1,0,2,3,3,4,0,4,4,1,4,2,4,3,4,4,1,4,2,3,3,0,0,0,3,0,1,0,4,4,3,4,4,4,3,4,0,4,1,1,0,0,0,0,3,0,3,4
277,4,0,1,2,4,1,3,0,1,1,4,2,2,1,1,4,4,4,1,3,2,1,3,2,3,2,2,1,1,1,1,0,0,1,2,4,2,1,1,0,0,2,3,0,1,4,4,1,2,4,4,0,1,4,1,3,2,1,4,3,3,1,1,1,0,1,2,0,1,3,4,0,4,2,1
278,3,4,3,1,0,2,3,3,0,4,1,2,3,0,0,3,4,4,0,0,2,0,3,0,3,2,3,1,3,0,0,2,3,2,0,0,4,0,0,0,1,0,4,2,4,2,2,2,0,3,2,2,1,4,0,0,2,2,0,0,2,1,1,3,0,1,2,0,0,0,4,2,0,4,0
279,1,0,0,0,0,0,3,3,4,1,2,1,4,0,1,3,0,3,4,0,4,4,1,1,0,1,4,4,4,0,4,3,3,4,4,1,1,3,4,3,1,4,0,0,0,4,1,3,3,4,0,1,0,0,4,4,0,1,0,0,3,3,0,2,4,3,3,0,4,3,1,1,4,3,0
280,4,0,4,2,3,3,4,0,4,4,3,2,0,4,2,0,1,3,2,3,1,3,3,3,2,2,0,2,0,0,4,2,1,4,2,2,1,4,2,2,2,4,2,2,4,2,1,4,2,0,4,2,2,2,4,0,4,3,4,2,3,0,2,3,3,2,2,1,2,3,3,2,3,1,1
281,0,1,3,0,2,0,3,0,1,2,4,3,2,3,2,0,4,2,4,2,3,3,2,2,2,1,0,3,3,1,4,3,2,1,4,3,1,0,3,3,2,4,3,2,2,0,3,0,0,2,0,0,0,0,3,2,0,0,0,3,3,0,3,3,3,0,0,0,3,0,0,0,2,2,0
282,2,0,4,3,2,2,2,2,1,0,4,2,3,2,3,2,2,4,0,2,1,4,0,4,3,4,1,4,2,3,3,4,2,2,1,3,1,2,4,2,1,0,0,2,1,2,2,2,0,2,2,3,4,0,3,1,4,0,3,1,3,2,0,2,3,3,4,3,3,0,4,2,4,1,3
283,4,1,1,4,4,4,4,1,4,1,1,4,1,1,1,3,1,4,1,2,1,2,1,1,1,0,4,4,4,1,4,1,1,1,2,4,2,1,2,2,4,2,0,2,3,2,4,4,4,1,1,2,0,1,4,2,1,4,4,2,1,4,1,2,1,1,1,1,1,4,4,1,1,1,1
284,0,4,3,4,1,3,0,4,4,0,4,0,1,0,4,0,2,3,4,4,4,3,0,3,0,0,0,0,4,0,1,4,3,0,1,4,4,0,0,0,4,2,0,0,4,0,1,1,1,2,3,1,3,4,2,4,0,4,2,4,0,0,4,4,3,1,2,0,4,2,0,4,4,4,1
285,2,1,4,0,3,0,1,1,4,3,4,3,1,1,2,2,2,2,2,1,0,2,0,0,1,0,2,4,2,4,0,4,1,1,0,0,2,0,2,2,4,2,2,0,1,3,2,0,2,3,1,3,1,3,1,3,2,3,2,3,0,1,0,1,3,0,2,2,2,2,3,0,3,3,0
286,3,2,3,4,1,4,4,2,2,3,0,3,2,3,4,3,3,2,0,3,4,3,3,3,4,2,4,1,4,3,3,1,4,3,2,2,2,3,3,1,0,2,3,3,4,3,3,3,4,0,3,4,4,4,4,4,2,3,4,4,4,4,3,4,4,3,4,3,3,3,3,0,4,2,4
287,0,2,0,2,1,3,2,0,1,1,0,4,0,4,4,1,0,0,4,0,1,0,3,3,3,0,4,1,0,4,0,0,2,0,0,2,2,4,0,0,0,1,4,4,4,2,2,2,3,0,4,4,2,4,2,0,0,0,1,1,4,2,0,0,0,0,4,1,2,0,1,0,2,0,1
288,0,0,0,3,3,0,3,2,4,0,0,1,1,3,0,3,2,0,3,2,3,2,3,0,1,3,0,2,0,3,3,3,0,0,2,1,4,1,0,3,2,1,3,4,3,0,0,0,1,2,3,3,0,0,3,3,2,3,0,4,0,2,1,1,2,3,0,0,3,4,0,2,4,1,2
289,4,3,3,0,0,2,1,2,2,4,0,4,3,3,2,2,1,1,3,4,4,0,2,4,2,4,3,2,4,4,3,3,3,1,3,0,0,4,1,4,2,0,1,0,2,2,1,0,0,0,3,4,4,4,4,4,2,3,3,4,4,1,2,3,1,1,2,1,4,2,0,3,2,0,0
290,4,2,4,2,4,0,4,4,4,0,2,3,4,3,3,2,1,4,4,1,3,3,3,2,2,0,3,2,4,3,2,3,3,1,0,3,4,0,2,2,0,4,4,0,4,1,0,3,2,3,2,1,2,3,4,4,4,3,3,0,2,3,0,3,4,3,1,3,1,0,2,1,4,3,3
291,1,1,3,3,4,1,3,4,3,0,2,3,3,4,0,0,4,4,1,3,0,1,1,3,4,3,3,1,2,1,2,1,3,4,2,3,1,1,3,3,3,3,1,2,4,1,4,4,3,1,4,0,4,1,1,0,4,1,0,3,0,3,1,3,4,0,0,3,3,3,4,0,2,3,3
292,3,4,1,1,0,2,2,1,0,0,2,2,2,1,0,4,0,4,2,2,2,3,0,3,4,4,4,2,4,2,2,3,3,4,4,1,3,1,0,0,4,1,2,4,0,3,3,0,1,4,4,0,1,2,0,1,2,0,0,3,2,2,3,2,0,1,2,4,0,4,0,4,2,4,0
293,4,2,4,1,4,1,2,1,3,1,2,1,4,1,2,2,3,2,2,0,2,2,3,2,4,4,2,3,4,1,2,0,4,4,3,2,4,2,3,4,1,2,4,3,0,1,1,4,4,2,1,4,3,2,3,2,1,2,3,3,2,3,1,2,1,4,2,3,2,3,2,1,3,1,1
294,3,4,1,4,4,0,0,1,1,1,4,0,2,4,2,3,1,2,3,2,3,1,3,2,1,3,2,1,0,2,1,2,4,2,1,0,2,2,4,1,2,2,2,2,1,3,0,3,2,2,4,3,2,3,1,1,3,2,0,0,2,4,1,4,3,3,0,3,3,0,2,0,4,2,3
295,3,1,0,0,3,2,4,0,2,4,4,0,3,1,2,1,4,4,2,1,0,2,3,1,3,4,1,4,1,2,2,4,2,2,1,3,3,2,3,2,0,0,3,3,3,3,3,3,0,3,1,2,4,4,1,1,3,3,3,1,0,3,4,1,3,0,3,3,3,3,4,4,1,1,4
296,0,2,3,2,1,2,3,4,0,2,3,1,0,3,0,4,1,2,3,0,4,3,4,2,4,3,4,0,4,1,1,3,0,2,1,1,0,2,3,4,1,4,1,4,2,0,4,0,2,4,1,3,1,0,2,1,0,1,1,1,4,2,2,1,1,1,2,4,3,0,2,4,1,4,3
297,1,0,0,1,3,1,4,0,3,1,0,0,0,2,4,2,4,4,0,4,4,4,2,4,3,0,4,3,4,4,4,1,3,0,0,4,4,1,0,0,4,1,1,0,3,3,4,0,4,4,1,3,4,0,1,0,4,1,3,4,4,1,0,1,4,4,4,3,1,0,4,4,4,3,1
298,3,3,0,0,3,1,0,4,3,0,1,3,3,2,3,3,1,1,3,2,3,2,4,4,2,1,4,1,3,3,0,0,0,3,2,1,2,2,0,0,1,3,1,0,3,2,3,0,1,1,0,3,0,0,0,1,3,4,1,3,1,1,1,4,3,4,3,1,0,3,2,3,3,1,0
299,3,2,2,0,0,4,3,1,2,2,1,3,3,2,3,4,3,2,3,3,2,3,3,4,1,4,0,4,3,2,1,2,3,1,4,2,3,3,2,3,4,2,0,3,3,2,1,0,3,3,3,2,3,2,2,3,3,3,0,3,2,4,3,3,1,4,1,2,3,1,0,2,3,1,2
300,2,3,4,3,4,4,4,3,0,2,3,4,3,3,4,3,3,3,0,1,2,3,3,1,2,3,3,3,3,0,0,3,4,4,4,4,3,3,1,1,3,3,4,4,3,0,2,2,1,4,2,3,2,3,0,4,3,4,2,4,3,1,1,4,4,2,4,3,4,0,4,0,3,4,4
301,2,3,3,1,3,3,0,4,2,0,1,2,4,4,3,3,3,3,3,4,4,3,2,1,3,0,4,2,4,4,0,4,2,4,4,4,2,4,2,3,0,4,4,2,2,4,4,4,2,4,3,3,2,1,2,4,2,4,3,1,4,3,4,4,3,3,3,3,3,2,0,3,0,4,3
302,4,1,1,0,0,1,0,3,1,3,3,1,4,1,0,2,4,0,0,4,4,4,1,2,0,0,4,1,0,3,2,3,3,0,1,0,1,1,3,1,3,3,3,2,1,0,3,0,3,1,3,1,3,0,0,0,1,2,3,3,0,3,4,4,4,0,2,1,2,2,3,1,3,3,0
303,1,4,3,2,0,3,1,2,0,0,1,3,4,0,4,0,4,2,2,4,3,0,2,4,1,0,2,4,0,1,0,0,0,4,0,0,3,0,1,3,1,0,4,3,4,1,1,1,3,0,3,0,0,0,4,1,1,2,0,2,0,2,1,2,2,3,3,1,4,4,2,4,3,2,2
304,4,2,4,3,4,1,1,0,2,2,1,3,0,0,4,2,3,1,0,4,0,2,2,2,0,3,0,3,0,1,4,2,2,4,3,2,4,2,1,2,0,3,1,1,2,2,2,3,2,2,1,0,1,2,2,4,4,2,2,0,2,1,2,2,4,2,4,4,2,4,1,4,3,0,2
305,2,2,3,3,4,0,4,1,1,2,2,4,4,0,4,2,0,3,1,2,3,2,2,4,4,3,4,1,1,3,2,0,4,2,4,4,1,0,0,2,4,2,3,4,2,1,2,3,0,2,0,2,4,3,2,2,0,0,4,4,4,0,0,3,0,0,2,0,0,0,3,1,4,4,4
306,3,1,3,3,2,3,0,1,2,2,3,1,0,1,3,4,0,2,1,2,4,3,4,0,0,0,3,3,0,3,0,3,4,0,0,3,0,3,1,1,1,3,2,1,3,4,2,2,4,3,0,4,3,2,2,1,3,0,3,0,0,3,3,3,1,3,0,3,1,4,0,1,4,2,0
307,2,2,3,4,4,2,3,4,3,3,4,1,3,2,4,1,4,3,2,4,2,3,1,2,4,3,2,2,3,3,2,3,3,3,2,2,4,2,4,4,0,2,2,4,2,3,3,3,4,4,3,0,1,4,3,2,3,2,1,3,4,4,3,4,2,4,2,3,2,1,4,1,2,2,2
308,2,3,1,0,2,1,4,4,3,3,3,3,1,2,3,2,3,4,4,4,1,4,1,0,3,0,4,0,4,3,3,0,4,0,4,3,4,3,3,3,0,3,4,3,1,3,4,0,0,4,4,4,0,3,1,4,4,3,3,4,0,0,4,3,3,1,3,2,0,4,0,4,4,1,0
309,4,0,1,4,1,3,4,2,2,1,3,1,0,1,2,2,4,4,0,1,3,1,0,1,1,2,0,3,3,1,0,1,1,2,4,2,1,1,0,1,4,1,0,1,3,0,1,3,1,0,1,4,4,0,2,1,4,4,1,0,3,1,3,0,1,1,1,1,4,3,0,0,1,1,0
310,3,0,0,3,0,0,0,0,2,0,0,2,3,3,0,0,2,0,0,3,0,3,0,3,4,4,3,0,0,2,3,1,0,1,3,0,2,2,0,0,2,3,2,3,0,0,3,2,2,3,2,2,2,2,0,0,2,1,1,0,0,0,0,0,2,0,2,2,2,0,0,0,3,0,2
311,2,4,3,4,4,0,1,0,3,4,2,3,1,3,3,0,4,0,2,3,3,0,3,4,0,0,2,4,2,2,0,0,0,1,1,4,4,3,1,0,2,4,3,1,2,2,0,3,0,4,4,3,1,3,0,4,3,3,0,3,3,3,3,3,3,4,4,2,3,0,3,2,2,1,0
312,4,2,4,0,4,2,2,2,2,2,4,3,4,4,4,0,0,4,2,4,2,3,3,3,0,2,4,4,4,2,4,2,4,2,4,2,1,3,4,2,3,4,2,2,2,2,2,1,1,2,4,0,3,0,4,2,4,4,0,4,0,2,0,2,4,4,0,4,4,2,2,0,1,4,0
313,1,0,1,4,2,2,4,0,2,3,3,1,3,1,3,2,1,1,1,4,0,1,2,2,0,3,0,3,1,0,3,0,3,0,0,2,2,1,2,4,3,0,1,2,2,1,0,3,4,1,3,3,2,1,3,4,3,0,1,2,0,0,1,1,1,0,1,1,0,3,1,4,4,2,3
314,3,1,0,2,1,1,3,0,1,0,4,1,4,4,3,1,4,0,3,3,1,1,3,0,3,0,1,0,1,4,4,4,3,1,3,0,0,3,3,3,1,1,3,3,3,3,2,1,1,1,1,4,4,4,1,1,1,1,0,1,4,3,1,0,0,0,1,1,3,4,1,1,1,1,2
315,3,2,2,2,1,2,4,4,4,4,4,0,4,0,3,0,4,4,2,1,2,2,2,1,4,2,4,0,2,3,1,0,4,3,2,0,4,1,0,1,1,2,2,0,1,3,3,0,1,3,1,3,1,0,3,2,2,0,4,4,3,2,2,2,4,1,1,2,0,2,0,1,0,3,3
316,3,1,4,0,3,0,4,2,3,3,0,4,3,1,4,3,0,3,0,3,3,3,0,0,3,0,4,4,3,3,0,4,0,4,0,0,4,4,4,4,1,2,0,3,3,3,0,4,3,1,3,3,3,0,3,3,1,2,1,0,0,4,4,0,1,1,3,2,3,3,3,4,1,0,0
317,2,0,1,0,1,0,1,2,2,3,3,0,0,3,2,1,4,1,0,1,3,0,3,0,0,0,2,2,0,2,3,2,0,2,0,0,3,1,1,2,1,3,2,1,1,2,0,0,1,4,2,3,3,2,0,1,1,3,3,0,1,2,3,0,4,0,4,0,3,2,3,3,3,0,0
318,0,0,1,0,2,1,2,3,1,0,3,0,2,1,3,2,1,4,1,1,1,3,0,1,3,4,0,2,3,0,3,1,3,2,3,4,1,3,1,0,4,2,0,0,1,2,2,3,1,4,1,0,2,1,1,3,1,1,1,3,4,3,1,0,2,1,1,1,3,1,3,4,1,1,0
319,0,3,0,4,1,3,3,1,3,3,0,2,2,2,1,3,3,1,2,3,3,3,0,0,2,1,4,2,3,3,2,1,3,2,1,3,3,0,4,3,2,3,2,3,0,0,4,2,0,3,4,2,1,1,4,3,0,0,0,0,0,2,0,0,0,4,0,4,0,4,1,0,1,3,2
320,2,2,2,1,1,4,1,2,1,3,2,2,1,4,3,1,4,3,2,4,1,4,2,2,1,2,4,3,3,3,2,4,3,4,2,0,2,3,2,4,1,3,2,1,2,4,1,2,2,0,0,2,2,2,4,3,4,2,0,1,2,4,2,1,2,4,3,1,4,2,2,2,4,3,3
321,1,1,4,1,3,1,3,0,4,3,1,3,4,4,1,1,4,1,4,1,1,1,2,1,3,4,3,2,1,4,1,3,2,2,4,1,3,1,2,3,1,1,4,1,3,3,4,1,3,3,3,3,3,3,4,1,4,3,3,3,1,4,3,1,4,4,3,0,2,3,2,4,4,1,2
322,2,4,0,2,1,2,4,0,1,0,2,2,1,2,2,1,0,3,3,4,0,0,1,0,2,2,3,1,2,2,3,1,3,1,4,0,0,0,2,0,2,0,2,1,0,0,2,0,0,3,1,0,4,2,2,2,0,4,0,0,0,0,3,1,0,0,1,3,2,3,3,4,2,4,0
323,3,0,0,3,4,2,0,3,2,0,3,0,4,0,2,2,2,2,3,3,3,0,0,1,2,0,3,0,2,2,3,0,0,3,3,0,0,2,2,3,3,3,3,2,1,1,0,4,2,2,2,0,2,2,0,3,0,3,2,0,2,2,0,3,2,3,2,2,3,0,2,0,0,2,1
324,4,4,0,4,2,4,0,0,2,1,2,0,3,1,4,0,3,4,1,1,1,3,2,4,0,4,3,1,2,2,4,4,3,4,1,3,0,2,3,4,2,0,2,2,4,0,2,3,4,1,4,1,2,1,2,0,0,2,2,2,4,4,0,2,0,1,3,3,3,0,0,4,1,3,2
325,0,2,2,2,4,2,2,0,0,1,4,0,2,1,0,4,4,2,4,2,3,1,2,3,4,0,2,4,1,0,4,2,3,2,0,2,4,2,4,1,3,2,0,4,2,0,3,0,1,2,0,2,0,2,4,0,0,0,2,2,0,2,2,0,4,1,2,4,1,4,2,4,4,0,4
326,3,1,0,1,1,2,2,1,1,2,0,4,2,0,2,3,2,2,1,1,3,2,4,0,4,2,2,1,3,2,0,2,2,0,2,1,0,3,2,1,1,1,1,3,0,2,0,2,2,2,2,0,0,2,1,4,0,2,3,1,3,1,1,3,0,2,4,1,2,2,1,2,0,2,4
327,3,4,0,3,3,3,3,1,3,3,0,2,0,2,3,4,3,2,2,3,3,3,3,0,2,2,3,1,4,3,4,3,3,0,3,1,3,4,2,4,4,0,3,0,4,4,4,3,2,4,3,4,1,0,0,4,4,4,4,4,4,3,3,2,0,4,3,4,2,0,4,2,2,2,4
328,3,4,2,2,3,0,4,0,3,0,2,3,2,3,2,2,2,2,2,2,3,2,4,2,4,2,4,2,2,0,3,2,1,3,2,1,0,4,3,0,0,3,0,3,2,2,4,3,2,2,0,2,0,2,2,1,1,2,3,0,1,1,1,2,3,3,2,2,3,1,2,2,4,2,4
329,2,0,2,2,3,0,2,0,2,2,0,0,2,4,1,2,4,3,1,3,3,4,4,2,1,2,4,3,4,0,0,4,3,4,1,3,2,4,4,0,2,2,0,3,0,3,0,2,2,0,3,3,1,3,1,1,4,3,0,4,4,2,0,1,4,4,0,2,4,4,4,2,1,4,1
330,3,1,0,0,0,2,1,1,4,3,4,3,1,1,0,1,0,0,4,0,1,3,1,1,0,3,4,2,3,1,1,4,3,1,3,0,0,1,0,1,0,1,1,0,0,1,0,0,4,1,4,1,3,3,0,1,0,0,0,4,3,4,0,3,0,4,3,4,1,1,1,0,1,4,1
331,4,1,4,4,1,3,4,1,4,0,4,1,0,3,4,2,0,1,0,4,4,0,0,3,0,1,0,3,4,4,4,0,1,4,3,0,1,3,0,4,1,4,0,0,4,3,0,0,4,2,0,3,2,2,4,4,0,2,2,2,0,1,0,2,2,2,3,3,0,2,2,1,1,2,0
332,0,0,2,2,3,0,1,2,2,0,3,2,3,3,2,0,3,0,0,3,2,0,2,0,1,1,0,2,4,0,1,2,2,0,1,1,3,2,2,3,2,2,0,1,2,2,0,3,0,2,2,1,0,2,0,1,0,0,2,2,2,0,2,3,4,0,1,1,2,3,2,1,0,4,0
333,2,3,2,2,3,3,4,3,3,3,1,0,0,3,1,2,3,2,2,0,2,3,2,0,2,4,0,1,1,3,3,2,4,0,1,4,3,3,2,3,3,0,3,2,2,4,0,0,2,4,0,1,4,0,4,1,2,0,4,4,4,3,1,2,1,3,1,3,3,2,4,0,4,3,1
334,0,3,0,1,4,3,1,3,1,1,4,4,1,4,1,3,4,3,2,3,3,4,1,0,4,3,4,0,4,0,4,4,4,0,3,1,4,1,4,4,4,3,1,4,3,3,1,4,1,3,3,0,0,4,4,3,0,3,1,4,0,0,4,4,3,0,3,4,4,4,4,0,4,0,0
335,0,1,0,0,3,0,2,1,2,0,1,0,2,3,0,2,0,1,3,3,1,0,2,3,0,4,4,0,4,1,3,0,4,4,2,4,1,0,0,4,0,4,3,0,0,1,0,2,0,3,4,0,0,4,2,0,2,1,1,4,4,2,0,1,0,4,4,0,0,3,2,3,4,4,4
336,4,4,3,3,4,0,0,2,1,2,2,3,0,0,3,3,1,3,3,0,0,4,2,3,0,3,1,4,1,3,1,3,3,0,3,0,0,4,2,0,2,1,3,2,0,1,1,1,2,3,2,1,4,1,0,0,0,1,2,0,0,1,0,0,4,1,1,1,2,0,4,0,0,3,0
337,2,3,2,2,4,4,0,2,0,4,0,3,2,0,0,0,1,1,1,3,2,2,3,3,3,3,3,2,1,3,0,2,1,2,0,2,1,0,1,0,2,3,3,0,0,2,2,4,2,0,0,1,2,3,4,4,2,2,2,0,1,2,2,1,2,4,2,4,3,4,2,2,3,1,3
338,2,1,3,4,2,4,1,2,4,3,3,2,2,4,0,1,1,4,3,4,1,4,3,2,1,4,2,1,1,2,2,1,1,2,3,2,1,2,1,1,2,4,0,3,0,0,1,2,2,1,2,3,1,1,2,1,4,1,4,4,2,2,4,3,1,2,2,2,4,2,1,1,3,2,2
339,4,3,2,0,3,2,2,1,0,4,2,3,2,3,1,1,4,4,3,1,2,0,3,0,0,1,4,2,4,4,2,0,1,3,3,4,1,4,4,0,4,4,1,4,4,2,4,2,2,4,4,4,0,0,3,4,2,0,2,3,0,4,2,1,0,3,0,4,4,4,4,0,3,4,3
340,2,1,1,2,3,0,4,2,2,0,1,2,0,3,4,0,3,1,3,1,3,1,4,4,1,2,1,4,2,2,2,1,2,2,2,2,3,1,3,2,1,1,4,1,2,2,3,1,2,1,3,0,4,3,0,2,1,0,1,0,2,1,1,0,2,1,2,2,4,2,0,3,2,2,3
341,4,2,1,4,1,1,0,3,3,4,0,2,2,4,2,3,0,4,1,3,2,1,0,0,1,1,1,3,1,3,3,1,1,0,4,1,0,3,1,0,0,2,2,3,0,3,0,2,4,4,1,0,0,1,4,2,4,1,1,0,4,4,2,1,0,3,1,0,3,1,4,0,2,1,3
342,1,2,2,0,3,4,0,1,3,4,1,1,3,2,2,0,2,2,3,4,0,3,3,3,1,2,0,4,1,3,1,2,2,2,0,0,4,1,3,1,1,4,0,2,3,1,3,0,3,3,3,3,1,1,0,0,1,3,4,2,3,2,2,2,0,2,0,1,1,1,3,1,1,3,3
343,1,0,1,4,0,0,1,3,2,2,0,4,0,1,4,1,1,1,1,4,2,1,4,4,0,4,1,2,4,2,1,0,4,4,1,1,0,0,2,4,3,2,0,1,1,4,1,4,1,1,1,4,1,2,1,2,3,1,4,4,1,4,2,2,1,1,1,3,2,1,1,4,1,0,2
344,2,3,2,4,3,1,1,1,2,4,1,0,4,1,2,0,1,3,2,1,1,3,2,4,3,3,1,3,4,1,2,2,2,2,1,2,3,3,3,2,3,3,2,1,1,1,2,3,2,1,1,1,4,1,0,2,3,3,1,3,2,3,1,3,4,3,4,4,1,1,0,1,4,3,1
345,0,2,2,0,3,1,1,3,3,2,2,4,1,4,4,4,4,3,3,3,2,2,4,4,1,0,1,1,1,2,0,2,1,4,3,4,3,1,4,2,3,3,1,0,1,4,4,2,2,0,3,0,0,4,2,2,0,2,3,0,3,3,1,3,3,0,3,2,1,1,1,2,1,3,1
346,3,3,4,2,4,2,0,0,4,3,4,2,2,2,3,3,0,0,3,3,4,0,4,4,0,0,0,4,0,0,4,3,1,0,3,1,3,1,2,4,0,4,4,1,3,1,2,3,4,3,1,0,3,3,1,2,1,2,2,3,2,1,2,3,2,0,2,3,2,2,4,0,2,1,3
347,3,1,3,0,4,0,3,3,1,4,2,2,3,3,2,3,0,2,3,2,1,1,3,0,1,1,1,3,3,3,0,4,3,0,4,1,3,3,3,2,2,4,4,4,1,3,2,4,4,1,3,0,4,4,3,1,2,2,3,0,3,3,4,0,4,1,0,1,0,2,3,4,2,1,0
348,4,3,2,2,4,2,1,4,4,4,4,4,2,4,4,0,3,0,4,4,4,2,4,1,0,3,4,4,3,3,4,4,4,4,4,2,1,4,2,3,4,3,4,2,3,4,0,4,3,0,1,4,4,0,3,0,4,1,4,1,1,1,0,4,0,4,3,4,0,4,0,1,3,3,4
349,1,3,2,3,3,3,2,1,3,1,0,0,0,4,0,0,3,3,3,4,4,0,3,4,4,1,2,1,1,2,2,2,3,1,1,2,4,1,3,1,3,2,1,3,1,4,1,0,0,1,3,3,3,0,4,2,4,1,0,2,0,0,1,3,0,3,1,3,4,4,4,3,1,0,4
350,2,1,1,1,4,4,4,0,3,1,4,4,4,1,2,1,1,3,4,1,1,1,1,4,4,4,1,0,0,3,0,2,1,4,0,1,3,4,2,3,4,3,1,4,3,1,2,0,3,1,2,4,0,1,1,3,2,4,0,4,1,1,1,3,3,1,1,4,4,4,4,4,1,4,1
351,0,0,4,1,0,2,3,4,0,1,4,3,2,1,4,1,2,0,3,0,0,2,2,0,3,0,2,0,1,0,3,0,2,3,3,1,4,4,2,0,2,2,0,4,4,0,0,0,4,3,2,2,3,1,3,0,0,1,3,2,3,1,0,1,2,2,0,3,2,4,2,1,2,4,0
352,1,3,4,0,3,4,3,3,3,3,0,0,3,2,3,3,0,1,4,1,0,1,0,2,3,4,2,3,0,3,3,3,3,3,0,4,4,4,0,1,4,1,2,0,0,3,1,3,3,3,2,0,3,1,0,3,1,4,3,3,3,3,3,1,3,1,0,2,3,2,3,4,3,3,1
353,4,3,4,2,2,3,1,4,4,0,1,1,3,2,0,3,2,3,3,4,4,2,2,1,1,0,3,3,1,1,3,0,1,2,4,2,3,3,2,4,0,0,0,3,1,0,2,2,1,4,3,3,0,3,3,1,2,1,0,2,0,1,0,0,2,3,2,0,3,4,1,4,1,4,1
354,3,2,0,2,4,2,2,0,1,0,4,3,0,2,2,1,4,1,0,2,4,4,1,3,3,0,2,3,2,4,1,0,4,3,3,2,3,4,1,3,4,2,4,2,2,0,3,4,4,3,2,1,3,4,3,0,2,2,3,2,4,3,3,3,3,2,3,3,0,4,3,4,3,3,3
355,1,4,2,1,1,2,4,1,3,2,2,4,2,1,4,2,2,3,4,1,4,4,1,0,0,1,2,2,0,3,2,1,2,2,0,3,4,1,1,0,4,4,2,0,3,2,0,2,2,1,1,3,1,1,2,1,4,0,0,2,0,2,1,1,1,3,2,1,2,2,3,4,2,0,2
356,1,4,1,2,3,2,2,4,3,1,3,1,4,1,1,4,1,4,2,4,3,2,3,1,2,1,2,4,4,2,1,4,4,2,1,1,4,4,1,4,4,1,4,1,1,1,3,4,2,3,4,4,4,3,4,4,4,2,4,1,4,3,0,2,4,0,1,0,1,1,2,3,2,2,0
357,3,4,3,4,2,4,1,2,3,0,2,3,4,1,3,4,0,4,1,2,1,2,1,4,0,4,3,4,2,4,2,2,2,2,4,4,4,4,4,4,1,3,2,2,0,4,2,1,4,1,4,3,4,0,0,2,3,1,3,1,0,2,0,4,2,1,4,4,4,1,1,2,0,4,1
358,4,2,3,4,3,1,4,3,4,4,4,3,2,4,2,2,4,1,4,3,4,2,1,3,3,1,4,3,1,3,1,2,4,4,2,4,3,0,3,4,4,4,0,1,4,2,4,3,2,3,2,3,2,0,3,3,4,0,4,2,4,4,3,4,2,3,1,2,1,2,3,4,1,2,4
